node_id	feature(feature_amount:931)	label
5838	92,138,521,630,927	2
5839	92,138,521,736,865,896	2
5840	80,475,704,521	2
5841	92,51,129,138,473,521,724	2
5842	12,469,92	1
5843	361	0
5844	931	1
5845	92,147,138,243,252,456,499,320,481,491,520,817,847,677	3
5846	287,461,521	4
5847	361,387,369	3
5848	10,92,49,138,186,205,499,570,615	4
5849	931	3
5850	92,138,521	1
5851	521,861,296,749,858,860	1
5852	268,263,521,620	2
5853	21,92,138,521,704	1
5854	92,138,144,521,747,831	1
5855	61,92,127,452,684,283	4
5856	369,387,521	2
5857	92,127,132,241	2
5858	92,521	3
5859	92,138,318,603	2
5860	92,127,106,326,902	2
5861	23,124,448,873,334,342,164	4
5862	298,341,92,127,242	2
5863	92,138,106,240,323,630,149,804,880,144	3
5864	931	4
5865	521,176,173,177,180	1
5866	9,172,173,174,180,521	4
5867	263,266	0
5868	138,92,521,721,210,918	1
5869	92,120,55,132,193,195,207,252,303,357,481,505,737,795,882,885,918,6	4
5870	144,92,318	2
5871	369,522,385,387	1
5872	92,127,667	3
5873	225	1
5874	521,279,462,287,461	4
5875	92,106,132,138,356,470,521,582,626,873	4
5876	294,651,824,825,828,829	4
5877	92,55,138,521,530,604,681,850,877	4
5878	92,49,106,132,138,205,334,499,498,570,776,873	3
5879	92,138,128,60,521,583,875	4
5880	521,369,387	0
5881	521,380,369,387	2
5882	92,778,315	4
5883	225,229,337	2
5884	61,521,677	1
5885	130,92,127,138,121,122,91,73,194,30,666,583,736,865,357,420,45,334,336	4
5886	92,127,357,847,728,243	4
5887	92,138,521,619,780,886	4
5888	177,173,176,521	3
5889	521,369,387,385,381,390,672	3
5890	12,92,138,144,129,469,665	3
5891	183,184,767,499,337	3
5892	92,138,439,521	2
5893	92,138,621,80,252	0
5894	72,92,138,521,724	2
5895	92,138,521,562	2
5896	92,138,521,642	0
5897	77,92,29	2
5898	92,526	1
5899	92,55,128,557,704,738,901	1
5900	219,360,368,369,395,521,655,730	4
5901	369,521	2
5902	352,521	3
5903	92,127,21	2
5904	400,521,729,404,849	3
5905	92,138,144,521,758,864	1
5906	615,92,132,570,41,18	3
5907	92,138,615,337	4
5908	495,521	3
5909	92,138,521,704	1
5910	521,161,129,61	3
5911	92,186,184,499,558	4
5912	399,402,403,784,406,521,729,849	3
5913	201,369,385,334	4
5914	32,188,205,206,199,369,385,387,390	4
5915	92,138,521	2
5916	521	3
5917	188,305,20,356,873,369,385,387,521,811,814	4
5918	92,144,138,80,704,521,570,850	3
5919	521,369,387,385,381,811	2
5920	92,111,55,138,144,147,149,338,445,570,577,746,776,873,889	4
5921	225,521	0
5922	521,263	2
5923	190,92,132,138,351,605,704,778	3
5924	77,92,138,521,570,681,704,481	4
5925	369,387	2
5926	177,176,172,521	3
5927	92,138,439,521	3
5928	92,132,138,141,357,252,281,521,681	4
5929	60,91,128,447,116,248,449,480,481,331,787,874,875	4
5930	428	1
5931	521,173,177,753	3
5932	92,138,815	2
5933	77,90,92,138,521,570,704	4
5934	173,176,177,179,521,533,753	3
5935	33,92,147,138,570,704	2
5936	92,138,521,768	0
5937	361,369,385,387,222,334,522	3
5938	521,17,92,481,603,633,865,896	4
5939	92,138,570,704	2
5940	399,400,849	2
5941	132,92,138,704	1
5942	830,77,92,138,356,521,787	4
5943	92,55,127,254,481,901	3
5944	487	1
5945	931	3
5946	80,92,94,49,122,139,337,445,499,500,567,704,901	4
5947	369,387,320	2
5948	267,263,268,271,260,334	1
5949	441,444,521	1
5950	452	0
5951	77,92,132,138,252,737	2
5952	521,92,26,24,566	3
5953	521,369,387,384,671	3
5954	361,369,383	2
5955	76,92,447,446,521,902,903	4
5956	173,176,177,229,234,235,236,499,521	2
5957	521,12,85,91,92,278	4
5958	102,111,92,138,713	2
5959	138,327,905,92	0
5960	80,49,499	1
5961	521,441,444,607	2
5962	521,364,361,387,293,750	2
5963	92,138,144,593	2
5964	92,129,138,570	0
5965	12,92,129,206,469,894	4
5966	92,46,138,237,570,494,521,558,704,760,163	4
5967	90,92,142,421,149,163,784,454,521,544,659	3
5968	34,92,252,521,677,821	4
5969	488,558	4
5970	361,37	2
5971	361,371	3
5972	521,379,369,387,390,165	4
5973	21,252	3
5974	460,331,537	3
5975	521,369,384,385,387,672	2
5976	229,558,342,240,224,151	4
5977	92,101,252,446,447,481,778	4
5978	121,138,343,691	1
5979	92,138,345,448,521,419,708	4
5980	60,102,116,138,550,521	3
5981	144,521,499,570,49,453	2
5982	521,387,369,672	0
5983	21,70,92,138,189,439,650,696,792,844,863	4
5984	92,138,144,163,286,521,570,704,728,852,569,892	4
5985	138,92,561	1
5986	521,92,138,662	2
5987	369,381,385	2
5988	92,627,252,918	3
5989	92,149,138,593,724,343	3
5990	521,541,92,138	3
5991	521,476	4
5992	521,738,138	2
5993	132,138,252,674,92	2
5994	591,508,521	3
5995	521,32,387,369,385,834,232,655	3
5996	21,22,27,61,80,160,325,626	2
5997	337,369,383,385	3
5998	583,92,132,138	0
5999	10,258,263,271,276,267,268,521,765	4
6000	106,61,481,738,338,848	2
6001	92,521,771	2
6002	37,369,387,390,521,654	3
6003	488	0
6004	92,127,539	1
6005	138,473,244,92	1
6006	118,145,123,521,551	4
6007	293,361,364,549	2
6008	92,132,138,196,546,747,891	4
6009	128,494,875,521,61,163	4
6010	225	0
6011	92,94,49,138,252,499,521	1
6012	263,268	2
6013	133,138,144,355,521,754	4
6014	92,138,132,524	0
6015	92,112,138,521,865	2
6016	263,266	1
6017	92,138,473,521,662	4
6018	42,92,476,138	3
6019	369,387,306,356,200,581,558,35,358	4
6020	387	2
6021	138,92,134,778,521	2
6022	521,753,177,173,176	2
6023	77,92,127,320,778	1
6024	92,144,252,521,677	2
6025	92,129,138,521,570	1
6026	77,92,138,521	0
6027	39,911,188,348,349,18,238,854	3
6028	92,90,138,521,562	4
6029	209,369,499,448,368,385,522	3
6030	138,144,521,593,724	3
6031	92,138,521,675	2
6032	92,121,55,127,132,481,193,334,724,901	4
6033	18,420,62,19,428,430,853,854,313	3
6034	521,92,138,615	1
6035	77,92,252,138,677	1
6036	92,138,204,356,252,456,521,780,895	4
6037	61	1
6038	521,21,77,92,49,138,142,215,252,499,738,215	4
6039	77,92,138,506,667	4
6040	92	0
6041	92,111,138,144,49,521,704	2
6042	521,61,535,302,147,457	1
6043	77,92,138,314,668,864	4
6044	6,188,203,294,316,825,827,828	4
6045	77,78,521	1
6046	21,25,60,85,92,102,144,473,331,582	3
6047	92,138,521,728	3
6048	92,521	0
6049	77,92,138	2
6050	931	0
6051	92,138,144,356,521,830,633,865	3
6052	92,357,138,468,521,530,787,821,467,877	4
6053	311,369,385,387,294	3
6054	61,80,49,106,133,499,500,615	4
6055	521,399,400,849	3
6056	931	3
6057	387,381,364,369,165,584,334,245	4
6058	21,61,92,138,144,77,252,521,778	3
6059	268,263	1
6060	369,384,387,521	1
6061	488	0
6062	334,92	0
6063	263,268,521	1
6064	92,138,521,744	4
6065	80,106,216,240,247,250,337,473,717,901	4
6066	369,521	1
6067	90,92,138	1
6068	61,254,271,258,260,263,264,138,268,270,521,558,640	4
6069	15,80,55,132,138,144,281,326,95,331	4
6070	44,92,118,122,125,138,254,263,268,521,675,756	4
6071	27,21,92,111,138,344	3
6072	521,677,252,138	2
6073	92,138,546,666	2
6074	173,176,179,180,521,416,788	4
6075	271,260,263,268,521	3
6076	21,26,73,92,354,521,566,728,835	4
6077	29,61,92,138,521	3
6078	176,534,533	2
6079	92	0
6080	387,369,385,390,364,31	3
6081	369,387,372,834,811,521,610,214,376,213	3
6082	92,129,138,521,677	2
6083	521,60,92,138,77,252,674	4
6084	92,127	0
6085	521	2
6086	92,19,290	2
6087	521,92,138,541	1
6088	92,138,144,521,704	2
6089	92,138,521,578,630,861	3
6090	263,268,521,765,41	2
6091	263,268,521,765	1
6092	521,77,92,138,570,895	1
6093	61,92,127,263,266,254	4
6094	334,357,92,132,138,292,212,570,513	3
6095	132,92,138,129,615,570	3
6096	21,129,134,570,336,704,92	3
6097	92,127,132,138,163,252,286,45,677,334	4
6098	89,92,138,521,677	3
6099	77,92,521,696	2
6100	92,127	0
6101	92,138,144,149,704,292,448	4
6102	521,80,92,96,138,139,481,743,479	3
6103	263,268,267,873,318	3
6104	384,387,369,521,213,214	1
6105	92,138,217,521,770	4
6106	521,369,384,385,387,368,228	2
6107	173,176,177	2
6108	138,92,144,45,629	2
6109	77,92,106,127,138,243,320,677,901	4
6110	92,441,334,443,558,607	1
6111	92,56,138,521,252,844	1
6112	521,92,918,409	2
6113	369,372,384,385,387,522	4
6114	79,85,92,615,521,570,798,799	3
6115	29,92,138,312,521	2
6116	263,268,269,270,519,1,521,694,154	3
6117	441,444,521	2
6118	21,92,138,570,728	3
6119	12,92,138,348,521,927	3
6120	369,385,387,381,834,811,814,521,38	3
6121	89,92,117,393,521	4
6122	361,37,521	1
6123	61,759	1
6124	294,369,385,387,521	3
6125	295,132,92,138	2
6126	92,49,132,138,162,356,499,521,747,776	4
6127	92,700,901	2
6128	521,61,138,656,578,417	3
6129	521,303,428,430,532	3
6130	91,92	2
6131	38,369,385,387,390,522,811,814	2
6132	89,92,138,645,690,734	2
6133	369,385,387,334,522	2
6134	911,913,521,916	0
6135	92,132,138,144,521,759,677,250	4
6136	138,129,132,329,677	2
6137	129,138,132,521	3
6138	92,111,122,127,132,901,769,906	4
6139	21,521,677,700	0
6140	77,92,138,142,252,521,741,821	4
6141	92,138,521,703,903	1
6142	92,138,521,703	1
6143	521,387,369	2
6144	393	1
6145	44,77,92,132,138,144,258,263,275,267,268,270,481,521,765	4
6146	92,49,132,334,499,558	4
6147	61,92,132,635	2
6148	334,127,546	2
6149	92,132,138,521,562,642,900	3
6150	369,387,385,381,521	3
6151	92,49,138,319,499,677	3
6152	16,92,138,286,357,447,861,252,287,784	4
6153	60,46,84,85,92,116,124,55,391,570,565,615,637	4
6154	521,361,384,751	2
6155	361,385,369,387	3
6156	521,92,138,633,865	3
6157	521,576,672	0
6158	92,138,121,918,481,329	3
6159	90,92,138,521,660,865,896	3
6160	261,263,268,521,785	4
6161	61	2
6162	521,225	1
6163	61,302,558	2
6164	521,361,387	1
6165	684,531,92	0
6166	92,138,252,521,768	1
6167	369,387,379,330	4
6168	263,268,521,154	2
6169	521,369,385,387	0
6170	521	1
6171	909,911,913,912,331,507,245,11	3
6172	294,369,385,387	1
6173	21,92,138,252,521	4
6174	452,92	1
6175	92,138,521	4
6176	92,144,336,633,865	2
6177	21,22,80,92,133,138,139,252,310,738	3
6178	85,92,132,138,599,713	1
6179	399,293,682,403	1
6180	92,138,252,521,677	2
6181	361	1
6182	263,268,521,761	2
6183	931	1
6184	229,236,521	2
6185	521,92,138,748,491	0
6186	931	2
6187	521,61,144,531,701	2
6188	92	0
6189	61,92,74,205,206,469,473,448	4
6190	77,92,138,144,252,521,778	3
6191	92,127,704	0
6192	18,92,212,350,727,855,901,513	2
6193	55,481,476,478,477,521,558,631	2
6194	521,173,753	3
6195	343,92,127	0
6196	92,138,357,369,387,370	2
6197	21,132,92,138,325,625,469,579	3
6198	21,704,570,92	0
6199	138,92,675,918	2
6200	521,132,92,138,873	1
6201	77,92,138,521	2
6202	92,138,615,481,326	0
6203	92,127,132,138	2
6204	77,92,138,144,521,554	2
6205	85,92,111,138,252,343,677	4
6206	92,138,521,588,727	2
6207	92,129,138,144,521,593,616,820	3
6208	92,138,481,611,677	1
6209	92,331,704	3
6210	92,132,138,247,342,570,704,852,873,901	1
6211	369,385,387	1
6212	92,138,521,902	3
6213	92,138,132,704,334	2
6214	92,127,337	0
6215	12,92,138,144,521	2
6216	92	1
6217	37,92,129,132,144,203,521,546,681	4
6218	92,132,138,320,722	1
6219	127,92	2
6220	92,138,570,704,677	4
6221	521,575,813	2
6222	132,92,127	3
6223	369,387,385,165,521,586,811,31,834,814	2
6224	361	1
6225	183,767	1
6226	138,775	0
6227	92,90,138,142,357,447,481,521,660,865,306	4
6228	208,305,20,369,385,811,814	4
6229	521	4
6230	92,127,12	1
6231	521,92,129,138,570,704	3
6232	92,138,521,739	0
6233	60,67,92,138,102,111,116,56,201,480,490,521,562,605,642,923	4
6234	92,77,242,583,392	3
6235	92,138,143,521,562	3
6236	80,92,132,138,144,298,469,518,513,521	4
6237	37,212,362,369,385,387,512,522,374,377	3
6238	521,704,92,138,71	3
6239	92,138,521,666	0
6240	92,138,521,633,865	3
6241	129,138,475,521,861	3
6242	92,138,252,348,521,741,880	3
6243	138,92,704	0
6244	121,138,144,473,661,778,901	4
6245	61,92,127,661,473,918	3
6246	60,92,138,144,132,111,521,660,865,888	4
6247	369,387,385,521	2
6248	92,49,138,521,499,704	1
6249	77,86,92,129,138,834,195,252,249,446,447,491,521,677	4
6250	92,138,817,147,562,193,195,284,521	4
6251	92,132,138,521,896	4
6252	129,521,132,138	2
6253	270,521,928	1
6254	46,21,22,138,92,144,252,451,521,677,831,927	4
6255	521,928	1
6256	92,77	1
6257	92,102,111,132,138,144,481,516,503,521,892	4
6258	90,92,148,138,144,450,521,554,777,865	3
6259	263,268,521,694,255,154	1
6260	92,132	1
6261	825,827,828	3
6262	931	2
6263	138,918,412,92	1
6264	92,132,138,439,503,521,650	3
6265	521,482,483	1
6266	92,138,409,755	3
6267	263,138,92	0
6268	293,445,442,901	2
6269	385,369,387	2
6270	33	2
6271	521,92,138,302,12	4
6272	80,136,126,140,144,66,451,306	4
6273	521,92,138,144,677	2
6274	428,521,718	3
6275	92,704,778	0
6276	92,138,160,601,901,343	1
6277	92,132,138,218,356,396,873,481,680,921	3
6278	294,369,381,385,387,390,521	4
6279	12,21,27,60,84,91,92,124,188,189,208,209,28,23,25,469,521	4
6280	92,521,690	1
6281	21,92,138,521,574	4
6282	37,92,138,357,369,387,385,873	3
6283	61,865,918,649,740,896,138,895	3
6284	521,92,115,132,138,295,606,698	1
6285	92,106,132,138,55,12,310,481,331,918,881,249	4
6286	400,401,406,521,849	4
6287	173,176,685	0
6288	91,138,521,710,590	3
6289	92,127,132,568,446,342,570	3
6290	80,92,138,700,831	3
6291	77,92,138,217,521,781	3
6292	92,433,513	3
6293	123,521,919	4
6294	92,521,744	1
6295	521	0
6296	456	0
6297	521,257,263,268,277	1
6298	263,268,521,765	2
6299	671,369,387	4
6300	92,132,138,521,759,896	3
6301	92	1
6302	521,440	2
6303	521,92,132,281,348,518,758,873,513	3
6304	21,77,92,49,123,138,215,499,521	2
6305	521,790,399,402,403,404,293,922,801	1
6306	72,92,138	2
6307	80,92,96,138,492,521,562	2
6308	57,263,265,268,772,873	2
6309	173,177,521	3
6310	92,138,163,252,508,521,558,677,885	3
6311	521,173,169,176,685	0
6312	476,478,521	1
6313	521,825,828,829	3
6314	521,138,92,144,77	2
6315	61,642,709	3
6316	113,138,521,630	3
6317	173,177,521	2
6318	140,12,625,481,884	3
6319	92,337,583,710	2
6320	931	2
6321	92,132,138,237,356,521,503,570,704	4
6322	521,92,138,160	1
6323	369,386,364,521,784	3
6324	92,138,346,521	3
6325	263,268,521,928	2
6326	138,92,94,21,776,521,34	1
6327	92,138,521,633,865	0
6328	464	1
6329	521,268,263	1
6330	931	2
6331	39,369,385,387,521,614,811,834	3
6332	364,369,387,521	3
6333	92,49,111,132,205,499,873	4
6334	369,385,387,873	2
6335	369,387,521,522	2
6336	21,92,111,132,138,463,503,521,530,604	2
6337	32,92,147,908,132,554,252,521,704,781,926	4
6338	92,138,582,334	2
6339	521,90,61,130,704	1
6340	173,177,521	1
6341	931	0
6342	21,521,705	3
6343	21,22,26,80,92,123,521,582,634	3
6344	92,49,132,138,237,499,570	1
6345	521,7,456,92,77,457,481,847	3
6346	127	2
6347	92,49,138,499,496,677	2
6348	92,447,138,521,713	3
6349	92,334	2
6350	263,268,435,521,694	3
6351	91,92,49,116,128,550,395,502,499,497,521,778,677,885	4
6352	260,263,268,521	2
6353	92,521	3
6354	92,129,138,252,301,521,619,780	2
6355	546,92,334	0
6356	92,138,55,521,690,769	3
6357	476,478	2
6358	92,106,315,337,520,844,880,918	4
6359	188,201,364,369,358,379,499,500,653	4
6360	399,400,402,521,682	2
6361	263,268,521	4
6362	521,138	3
6363	387,369,385,14,188,294,344	4
6364	931	0
6365	334,901,872,92,138,132,80,500,615	4
6366	92,129,138,311,521,570,675	2
6367	92,138,94,334,582	1
6368	521,825,828	2
6369	210,369,387,385,390,521	4
6370	92,481,49	2
6371	342,127,92	3
6372	89,117,393,87	1
6373	369,385,387,522,194,197,294,558	4
6374	18,92,138,106,205,206,417,853,855	4
6375	92,138,456,521,538,704	1
6376	931	0
6377	92,132,138,18,313,739,853	2
6378	166,173,177,196,348,356,182,459,521,596,873	4
6379	6,92,121,244,339,592,861,901	4
6380	92,138,521,674,523	3
6381	825	2
6382	18,161,853,854,313	1
6383	369,521,670	0
6384	21,25,92,111,138,348,467,468,668,864,873	3
6385	399,400,402,403,784,521,849	3
6386	113,882,521,897	3
6387	92,127	3
6388	132,91,92,122,138,738	1
6389	342,369,387,610,238	3
6390	21,22,92,138,521,677,895	2
6391	521,92,111,138,420,542,656	1
6392	92,132,138,144,202,521,546,700	4
6393	521,61	0
6394	521,846	1
6395	369,385,387,485,294,521	3
6396	92,149,138,356,528,570,618,873	4
6397	334,92,127	1
6398	32,369,385,387,521,610	1
6399	92,138,686,333,864	4
6400	521,89,61,669,791	1
6401	61,521	1
6402	91,124,354,394,448,521,789	4
6403	77,92,138,491,521	1
6404	488	2
6405	369,387	2
6406	263,268,323	4
6407	80,92,111,138,470,491,521,605,644,720	3
6408	21,76,90,92,138,357,194,200,356,543,582,626,785,924	4
6409	521,77,92,138,777,865	1
6410	521,92	1
6411	92,106,127,55,193,240,250,334,446,481,582,597	4
6412	92,127,705	1
6413	92,138,205,481,704,901	3
6414	18,92,129,138,311,675,853,855	3
6415	92,138,132,144,521,531,688	3
6416	92,138,144,346,521	3
6417	521,188,206,294,369,385,387,390,36	4
6418	92,132	0
6419	61,92,127,149,839,558,647,736	4
6420	92,49,130,138,278,499,496,521,570,704,816	3
6421	77,92,138,68,521,735,898	3
6422	369,385	1
6423	188,521,632,651,813,825,827,828,834,823	4
6424	212,348,813,824,825,827,828,873	4
6425	583,61,144,329	3
6426	117,393,61,521,704	0
6427	92,138,521,659,792	2
6428	92,129,138,521	1
6429	80,92,49,133,144,499,500,501,521,570,615	4
6430	369,387,522,672,521	1
6431	488	4
6432	229,654	0
6433	173,177,369,358,387,499,521,810	3
6434	521,582,138	0
6435	77,92,138,521,570,704	4
6436	9,521,846	4
6437	364,361,382,521,362	3
6438	92,521	0
6439	521,361,369,385,387,390,672	2
6440	92,106,138,139,144,246,334,677,884,895	4
6441	521,77,129,132,513,138,433,562,848	1
6442	363,369,521	0
6443	521,61,481	3
6444	334,61,121	2
6445	92,127,901,625	3
6446	521,364,293	4
6447	521,77,138,481	2
6448	152,361,369,672	4
6449	34,92,138,254,263,268,434,521,558,761	3
6450	92,138,142,252,521	4
6451	521,138,21,724,591	3
6452	521,374,384,387	3
6453	21,92,138,521,907,554,637	2
6454	685,169,177	2
6455	138,252,737	0
6456	92,101,138,491,292,521,722	4
6457	62,92,118,138,603,736	4
6458	92,127,704,321,570	4
6459	495,521	2
6460	132,92,127,768	2
6461	10,92,49,499,517,521,570,615,647,881	4
6462	92,127	0
6463	144,92,138,695,331,133	4
6464	92,127,77,121,795,242	3
6465	21,138,521	1
6466	369,387,385,363,381,521,862	2
6467	369,387,385	3
6468	21,92,101,133,138,144,521,539,637	2
6469	173,177,521,928,416	1
6470	92,138,582,342	2
6471	92,138,928,521	0
6472	188,294,521,911,814,916,912,913	2
6473	334,487	1
6474	138,21,319,412,463,687	1
6475	60,80,81,92,49,102,112,128,133,138,144,499,497,500,501,561,570,569,615,923	4
6476	91,92,521,491,60	4
6477	825,828,7,6	2
6478	92,132,138,144,188,203,252,504,737,819	4
6479	138,92,447,535,582	1
6480	92,127,921	0
6481	672,387,521	1
6482	92,342,740	1
6483	92,50,138,521,735,881	4
6484	825,7,6,521	0
6485	61,128	0
6486	77,92,132,481,570,681,704	2
6487	92,615	1
6488	521,268,742	1
6489	92,138,521,615,570,491	2
6490	369,367	2
6491	92,132,138,460,12,521	3
6492	92	1
6493	92,49,138,420,428,422,430,657,793,499,521	4
6494	12,92,111,132,138,356,481,873	3
6495	521	0
6496	92,138,521	0
6497	91,92,132,208,319,677	4
6498	92,138,704,800	2
6499	92,138,491,521,570,615,757	4
6500	15,92,129,138,144,163,281,286,521,558,46	3
6501	92,138,197,521,563,770	4
6502	92,127	0
6503	92,577,649,521	1
6504	77,92,111,138,439,650,886	3
6505	521,428,430,429	2
6506	931	0
6507	92,138,132,141,481,830,292,531,622	4
6508	92,127,428,334,901	0
6509	521,92,129,778	1
6510	369,387	2
6511	521,586,814,873,911,909,912,913	4
6512	521,92,132,138,517,516,637,677,704,771,895,448	3
6513	121,92,138	4
6514	674,92,106,121,132,212,357,330,513	4
6515	92,77,127,138,704	2
6516	132,92,629,453	2
6517	521,92,49,138,499,615	2
6518	259,260,263,268,275,277,521,154,256	4
6519	92,138,132,255,49,499,129,765,254	1
6520	12,92,149,138,357,521	2
6521	393	3
6522	29,92,127,132,138,212,326,337,513	4
6523	10,77,92,52,137,447,143,188,205,446,570,728,830	4
6524	92,138,142,188,204,208,306,356,474,521,542,577,636	4
6525	92,132,138,49,521,681,904	2
6526	521	2
6527	80,92,111,288,320,460,500,499,615,873,880	4
6528	138,92,12,521	2
6529	210,260,263,270,268,436,521,715	4
6530	92,138,901,137,887,106,307,250,337	4
6531	92	4
6532	428,521	2
6533	263,521,926,261	2
6534	931	3
6535	15,92,822,55	4
6536	21,92,138,521,758	2
6537	369,387,390,385,210,342	2
6538	61,92,252,737	1
6539	92,89,138,791,735,898	1
6540	363,369,387	2
6541	92,121,138,331	3
6542	21,92,138,521,546,747	2
6543	92,132,21,138,144,521	2
6544	92,138,144,830,539,521	4
6545	80,49,133,142,499,500,331,675,118	4
6546	369,385,387,372,390,834,814	3
6547	46,92,138,252,535,456	3
6548	521,268,761,263	1
6549	195,704,342	3
6550	61,334	1
6551	447,481,148,538,554	3
6552	92,132	1
6553	521,428,429,303,188	4
6554	92,132,138,521,570,49,499,704,798	2
6555	229,235,658,844	2
6556	80,133,470	2
6557	21,92,111,132,138,323,583,873	3
6558	92,55,129,132,138,144,474,481,521	4
6559	521,534,760,814,834	4
6560	90,138,420,521,678	4
6561	931	1
6562	92,138,412,648	2
6563	931	0
6564	476,477,478,521	3
6565	92,138,144,521,530	2
6566	38,369,385,387,521,671,811,814	2
6567	92,132,138,456,521,570,615,728,800,799,877	2
6568	521,651,813,825,828	1
6569	521,92,138,605,720	3
6570	80,92,138,163,252,451,494,733	4
6571	66,92,138,270,254,263,268,436,521,558,547,787	4
6572	92,132,138,208,334,562,704	4
6573	691,92,138,521,541	1
6574	92,132,745	3
6575	92,132,55,138,356,196,491,61,517,521,562,605,704,818	4
6576	521,32,188,294,356,434,586,825,828	4
6577	92,132,129,138,208,491,521,570,615	4
6578	92,127,469,334	1
6579	92,521,724	2
6580	521,173,177	0
6581	521,732,487	1
6582	92,132	0
6583	92,106,138,144,188,193,195,250,491,521,630,844,884,918	4
6584	521	3
6585	92,138,132,704,570,591,285	3
6586	92,138,895	2
6587	92,138	0
6588	251,92,49,132,138,499,481,521,769,906	3
6589	521,138,719,142	2
6590	229,236,521	2
6591	521,37,294,369,385,387,390,814	4
6592	488	1
6593	92,132,138,165,474,521,623	4
6594	521,61,92,138,129	1
6595	21,92,129,138,397,783,521	2
6596	80,92,55,133,481,521,531	4
6597	369,360,228,534,389,594,448,164	4
6598	173,177,171,170,181,180,521	2
6599	92,127,723	1
6600	92	0
6601	521,571,572,573	3
6602	77,92,138	4
6603	521,367,361	3
6604	92	0
6605	931	2
6606	32,210,228,260,263,267,268,361,521,41	4
6607	92,129,138,521,758	1
6608	223,369,387,151,232,521	3
6609	92,138,521	0
6610	369,383	0
6611	203,329,361,369	2
6612	61,320	1
6613	12,88,92,132,138,141,144,312,356,632,469	4
6614	138,92,433,521,513	4
6615	77,92,138,252,357,397,146,599	0
6616	60,78,92,102,123,55,521,553	4
6617	446,329	2
6618	369,375,521,655,378,486	3
6619	521,61,77,474,663	2
6620	931	1
6621	173,175,168,177,521	3
6622	440	2
6623	263,268,267,255,761	4
6624	521,138,132,111	3
6625	369,385,193,226,14	3
6626	521,369,385,387	2
6627	188,521,651,825,827,828	2
6628	92,138,491,61,521,562,630	3
6629	92,252,456,357,521	4
6630	931	4
6631	92,554	1
6632	339,92,138,770	2
6633	931	1
6634	303,428,424,521,718	3
6635	77,92,138,447,446,521,541,691,886	3
6636	138,521,706,574	1
6637	521,32,814,369,381,385	4
6638	521,718,188,197,303,428,422,499	3
6639	263,258,268,521,761,273	3
6640	21,92,53,320	3
6641	92,111,138,357,433,521,625,699,887,927,579,513	3
6642	92,138,144,521,626	1
6643	127,49,499,13,240,341,582,793,150	4
6644	263,268,436,438,521	2
6645	225	2
6646	7,59,60,77,78,85,91,92,54,137,252,250,505,521,741,447	4
6647	334,183,205,184,767,242	3
6648	12,80,47,92,138,314,356,625,831	4
6649	92,55,491,138,144,281,521	4
6650	414,92,138,800,456,562,759,521,595	4
6651	92,132,138,144,521,615,840	4
6652	92,132,188,193,503,521,769,876,906	4
6653	931	1
6654	92,138,331,252	3
6655	61,521	0
6656	90,147,288,481,728,499,570	3
6657	21,60,91,132,138,197,278,570,776,873	4
6658	15,92,138,144,194,197,281,356,439,650,521	4
6659	92,138,163,286,521,541,691,895	2
6660	92,297,340	2
6661	129,138,92,603	1
6662	77,521,46	1
6663	92,129,138,481,521	1
6664	80,122,138,625,49,500,499,334,901	3
6665	521,369,373,387,512,433	4
6666	92,49,132,138,295,499	2
6667	92,138,409	2
6668	183	1
6669	92,138,521	2
6670	21,27,60,92,101,102,123,124,252,253,550,521,677,899	4
6671	92,469	0
6672	90,92,21	4
6673	92,49,111,132,138,460,499,615,681,341,901	4
6674	92,129,138,521,677	1
6675	92,132,138,901,562,788,338	4
6676	369,385,387,38,522	1
6677	92,138,252,521	0
6678	521,61,80,92,133,138,355,688	3
6679	931	1
6680	369,387,390,521,379,911,914,913	4
6681	80,521	0
6682	92,138,521,660	1
6683	931	3
6684	361,385,369,522,814	3
6685	263,268,554,434,448,521,652	3
6686	258,765	1
6687	92,287,286,163,144,558,743,905,342	3
6688	92,138,521,724,927,491	3
6689	315,626,582,92	2
6690	92,138,517,521,570,615,491	3
6691	290,252,635,139,591,90,92,138,521,491,713	3
6692	521,188,206,205,846	4
6693	521,92,146,111,132,138,163,558,756	3
6694	85,92,138,481,342,137,901	2
6695	92,102,119,521	2
6696	60,91,92,132,138,334,626	1
6697	92,138,21,677,521	1
6698	77,92,49,138,144,255,270,268,499,521,605,693,699	2
6699	334,361,360,387,380,371	4
6700	48,105,525,805,830,299	4
6701	521,846	3
6702	521,911,916,912,913,914	4
6703	931	4
6704	92,163,286,521,677	3
6705	235,229	0
6706	132,138	0
6707	363,369,672,387	4
6708	21,92,138,521,704	1
6709	513,138	1
6710	64,521,928	0
6711	92,132,340,570	3
6712	931	0
6713	13,89,91,92,394,521,582,591,926,145,447,481	4
6714	369,387,521	1
6715	92,329,679,150	4
6716	21,92,138,562,705	3
6717	649,92,138,82,329	2
6718	92,138,132,704,334	1
6719	92,132,138,521,660	2
6720	369	1
6721	92,138,521,802	2
6722	92,138	1
6723	471	4
6724	521,94,133,311,734	4
6725	138	2
6726	92,127,558,929,357	2
6727	263,268,521	3
6728	92,138,334,481,611	2
6729	92,138	1
6730	146,370,224,228	4
6731	80,92,132,138,237,252	1
6732	92,49,132,138,201,292,499,521	3
6733	21,23,60,78,91,116,124,394,521	3
